emotion, text
joy,I kno His Word to b tru!!!! Despite of wat I feel like or wat my circumstances say! I KNO His Word to b tru!!! That's y I have  n 
fear,has me bad for the 2nd wkend on the trot. lie on til 12 is a must
fear,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   "
joy,don't really wanna do my swimming course tomorrow. 
anger,"It joined me for the rest of the holiday , much to the annoyance of my fellow passengers . "
sadness,When I went to see the result of an exam and saw that I had failed.
disgust,"Wow,  is high and he just ate some chicken off of N Hubbards lounge floor "
joy,When I was accepted for a course on finance and accounting.
fear,@acidkeyxy :S ... vamos copy tienes que ser el hombre fuerte!!! ya tienes cel de nuevo? me lo pasas?
anger,When one is unjustly accused of something one has not done.
fear,"The note said Imro was concerned there might be ` similar undetected shenanigans "" in other occupational pension schemes . "
fear,And so it begins...the countdown to a  and the possibility of an almost-new life  
joy,doctor who ads showing up in my comic books 
sadness,"@laubsbgiirl10 the same here but dont worry, our time is coming"
surprise," geslaagd, morgen knutsel middag en dan nog week om 3 gedichten te schrijven... #pff"
joy,"Sorry if my tweets aren't that great, I'm not really in it today.  And 2 days before my birthday. #NOT"
fear,"It's like your lover or more like a ghost. I spend the day wondering what you do, where you go. "
joy,Joining in a research group studying consumer's behaviour and helping the people in the shop with the sales.
joy,"I went swimming , and I was so happy I cried into the sea for three-quarters of an hour . "
anger,@MermaidMcCall infant stage... Beautiful! LoL! When my baby finally started sleeping all night I was still getting up every 2 hrs. 
joy,When I passed an exam.
sadness,"Upon moving away from home for the first time to a different city, I felt no longer \under the wing\"" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions."""
neutral, This one . 
surprise,I honestly didnt think I was capable of obtaining this much knowledge #imgonnaforgetitalltomorrow
joy,I have a weird habit of rolling on the yoga mat for no apparent reason o_O 
anger," He gets mad when Gary doesn't sleep , he says it 's my fault , he says I make him do it  and   She stopped again . "
joy,Off to Norfolk for the weekend - absolutely stunning views over the estuary near Manningtree 
fear,is a crazy ass fucking movie. I googled what happens and its still fucking crazy
surprise,@BirdyMiamMiam tout à l'heure tu aura une twitpic live de carrefour! 
anger,Walter Matthau and Jack Lemon get miffed because her establishment will replace two of their favorite hang-outs .
fear,I find myself sprinting but it doesnt hurt as much on my hamstring no more...is leaving
fear,"A oui le melangeur, je branche ma souris le son chrome monte, je la debranche le son baisse "
anger,@keder Why does  employ @AlecBaldwin? Guilty of child abuse! A   of self-centered consumption. #blind #rage
joy,Swim meet at gilman thursday. 
sadness,"I finished the relationship with my boyfriend, after having felt myself very unhappy for a long time."
sadness,Una ya no esta pa estos trotes de la rumba 
anger,She felt rather riled . 
anger,"Mom , I hate eating vegetables ! "
surprise,@Kristin_Dahlin good thing I'm on my way to your house! #roadtrip
sadness,Daughters indoor soccer opponent no show. Dads take role of opposing team. Suffer humiliating 7-5 loss to 7th grade girls  
fear,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat."
sadness,“@Y_Strahovski: NINE more days till the end of chuck forever”
joy,Today is goin great feeling so bless n my mind body &amp; soul is filled with 
joy,Dang!!! Someone just took that won-the-lottery feeling away!!! Now I have a Microeconomics quiz to study for! #feelsgreattobeme
sadness,"Every time I watch Harry Potter and The Goblet of Fire, I'm like &quot;Cedric won't die this time! He can't!&quot; And he always does... :( "
sadness,When my girlfriend's nephew passed away.
fear,"If I said I nothing, I'd be a lying. I'm deathly afraid of grown, straight men with uncomfortably high voices. #WhyDoYouSoundLikeThat"
surprise,The Lion is not going to bite you my friend.....just don't put your head or hand in the cage 
fear,Chilling at the funeral home on a rainy day listening to !
fear,This leads to highly agitated motions and correspondingly high temperatures . 
neutral, Okay . 
disgust,not an inch of artistic talent there! is a more descriptive statement #NudePhotoRevolutionary
anger, What ’ s wrong ? I thought we agreed that you were gonna quit smoking . 
anger,"is abuse, retaliate is knowledge!!!&#xA;&#xA;Honey love~"
neutral, What is it ? 
joy,When we were able to afford a new sofa - a leather one which cost SEK 20000.  I had waited for it for 2-3 years.
joy, vs  tonight. Thursday night NFL too. 
joy,Bout to head home and finish 100 questions that are due tomorrow for my computer software class. 
anger,"The offended Titan lumbered forward and stamped upon one Raider , crushing it underfoot . "
sadness,Brb crying RT @Davidsanbornn: Cleaning out the house for the move  
neutral,"Hi , Kenji . "
sadness,"It was the time I went home for my holidays only to find that my sister had passed away.  The news had been hidden from me, so that I could take my exams."
sadness,"I was miserable with cold , but although I was prepared to admit that I was miserable , I wasn't prepared to admit that my misery had any connection with cold . "
fear,"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading."
anger,Duncan could imagine their anger at being forced into another emergency manoeuvre . 
sadness,Lost dig seen on cedar st. btw myrtle and evergreen. Beige beagle/lab-ish looking ADORABLE dude.   
fear,"&quot;We're having class but I'm not going to do anything important, and I'm not going to wrestle you if you don't come in.&quot; -professor, me"
joy,Surprise dentist appointment 
joy,@hannahgooding and @ClaireMcRea just found my black Roxy boots from last year. Tots forgot about them. Like having new boots 
fear,I still have nightmare about her licking my nipple I dat shit
joy,follows a pure thought like a shadow that never leaves-Buddha #morale  #quote #Motivation @SoulHeartPart
joy,"Whatever I want , she wants , and she 's pleased at how things have turned out . "
anger,“@chrismcdevitt: @MarkStress the fact of the matter is that's frowned upon.” I want to jump through twitter with 
joy,"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory . "
anger," Just get out of my face , would you ? "
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
joy,All i want for Christmas is you o my shuffle. I love this time of year!! Get ready to jam out til Santa comes @CaitShannon @khrcock #ka
sadness,My mom wont buy me boxers 
anger,"As lieutenant-governor , he is remembered for fleeing down the statehouse fire escape to avoid senators ' anger over his choice of committee assignments . "
sadness,Went to @IKEACanada Ottawa to buy 3 sets of the &quot;MARTOP&quot;dishes that you advertised.I was told they never had them at that location. 
sadness,@Tash_Rat at this point I'm just looking for friends in general   
sadness,Lmao RT @millii_tov Snell?? lol RT: @TheBADCounselor I had to ask @msstovall why her friend won't give me no play. *side-eye* 
neutral, I don't think the exam will be very hard . 
joy,I love when my face wash makes my face break out in red splotches 
sadness,ON a day which saw a host of prophets confounded -- and a month of near despair for many Conservative loyalists -- the reputation of one sage is intact . 
joy,Well my stitch is out. But pissed to find out the lab lost my sample of my tongue 
joy,Christmas tree recon a success. Won't be long before the house smells amazing. 
joy,Just got suprised by prize money from the woodbridge fair! A heaping sum of $14. 
sadness,When my grandmother after staying with us for awhile went back home.
anger,"When my flatmate put me down because she \thought\"" she was better than me, or she felt she was."""
